Year,Gebietseinheit,sex,GeoCode,Value
2017,Osnabrück-Stadt,weiblich,K0404,10840.0
2018,Osnabrück-Stadt,,K0404,24470.0
2018,Osnabrück-Stadt,maennlich,K0404,13315.0
2018,Osnabrück-Stadt,weiblich,K0404,11160.0
1978,Wilhelmshaven-Stadt,,K0405,3441.0
1978,Wilhelmshaven-Stadt,maennlich,K0405,1776.0
1978,Wilhelmshaven-Stadt,weiblich,K0405,1665.0
1979,Wilhelmshaven-Stadt,,K0405,3553.0
1979,Wilhelmshaven-Stadt,maennlich,K0405,1851.0
1979,Wilhelmshaven-Stadt,weiblich,K0405,1702.0
1980,Wilhelmshaven-Stadt,,K0405,4052.0
1980,Wilhelmshaven-Stadt,maennlich,K0405,2264.0
1980,Wilhelmshaven-Stadt,weiblich,K0405,1788.0
1981,Wilhelmshaven-Stadt,,K0405,3966.0
1981,Wilhelmshaven-Stadt,maennlich,K0405,2199.0
1981,Wilhelmshaven-Stadt,weiblich,K0405,1767.0
1982,Wilhelmshaven-Stadt,,K0405,4016.0
1982,Wilhelmshaven-Stadt,maennlich,K0405,2211.0
1982,Wilhelmshaven-Stadt,weiblich,K0405,1805.0
1983,Wilhelmshaven-Stadt,,K0405,3996.0
1983,Wilhelmshaven-Stadt,maennlich,K0405,2183.0
1983,Wilhelmshaven-Stadt,weiblich,K0405,1813.0
1984,Wilhelmshaven-Stadt,,K0405,3702.0
1984,Wilhelmshaven-Stadt,maennlich,K0405,2020.0
1984,Wilhelmshaven-Stadt,weiblich,K0405,1682.0
1985,Wilhelmshaven-Stadt,,K0405,3530.0
1985,Wilhelmshaven-Stadt,maennlich,K0405,1887.0
1985,Wilhelmshaven-Stadt,weiblich,K0405,1643.0
1986,Wilhelmshaven-Stadt,,K0405,3439.0
1986,Wilhelmshaven-Stadt,maennlich,K0405,1840.0
1986,Wilhelmshaven-Stadt,weiblich,K0405,1599.0
1987,Wilhelmshaven-Stadt,,K0405,3489.0
1987,Wilhelmshaven-Stadt,maennlich,K0405,1867.0
1987,Wilhelmshaven-Stadt,weiblich,K0405,1622.0
1990,Wilhelmshaven-Stadt,,K0405,4068.0
1990,Wilhelmshaven-Stadt,maennlich,K0405,2117.0
1990,Wilhelmshaven-Stadt,weiblich,K0405,1951.0
1991,Wilhelmshaven-Stadt,,K0405,4220.0
1991,Wilhelmshaven-Stadt,maennlich,K0405,2185.0
1991,Wilhelmshaven-Stadt,weiblich,K0405,2035.0
1992,Wilhelmshaven-Stadt,,K0405,4849.0
1992,Wilhelmshaven-Stadt,maennlich,K0405,2527.0
1992,Wilhelmshaven-Stadt,weiblich,K0405,2322.0
1993,Wilhelmshaven-Stadt,,K0405,4962.0
1993,Wilhelmshaven-Stadt,maennlich,K0405,2612.0
1993,Wilhelmshaven-Stadt,weiblich,K0405,2350.0
1994,Wilhelmshaven-Stadt,,K0405,5140.0
1994,Wilhelmshaven-Stadt,maennlich,K0405,2665.0
1994,Wilhelmshaven-Stadt,weiblich,K0405,2475.0
1995,Wilhelmshaven-Stadt,,K0405,5187.0
1995,Wilhelmshaven-Stadt,maennlich,K0405,2663.0
1995,Wilhelmshaven-Stadt,weiblich,K0405,2524.0
1996,Wilhelmshaven-Stadt,,K0405,5191.0
1996,Wilhelmshaven-Stadt,maennlich,K0405,2643.0
1996,Wilhelmshaven-Stadt,weiblich,K0405,2548.0
1997,Wilhelmshaven-Stadt,,K0405,5125.0
1997,Wilhelmshaven-Stadt,maennlich,K0405,2587.0
1997,Wilhelmshaven-Stadt,weiblich,K0405,2538.0
1998,Wilhelmshaven-Stadt,,K0405,4957.0
1998,Wilhelmshaven-Stadt,maennlich,K0405,2513.0
1998,Wilhelmshaven-Stadt,weiblich,K0405,2444.0
1999,Wilhelmshaven-Stadt,,K0405,5062.0
1999,Wilhelmshaven-Stadt,maennlich,K0405,2570.0
1999,Wilhelmshaven-Stadt,weiblich,K0405,2492.0
2000,Wilhelmshaven-Stadt,,K0405,4385.0
2000,Wilhelmshaven-Stadt,maennlich,K0405,2168.0
2000,Wilhelmshaven-Stadt,weiblich,K0405,2217.0
2001,Wilhelmshaven-Stadt,,K0405,4399.0
2001,Wilhelmshaven-Stadt,maennlich,K0405,2194.0
2001,Wilhelmshaven-Stadt,weiblich,K0405,2205.0
2002,Wilhelmshaven-Stadt,,K0405,4186.0
2002,Wilhelmshaven-Stadt,maennlich,K0405,2070.0
2002,Wilhelmshaven-Stadt,weiblich,K0405,2116.0
2003,Wilhelmshaven-Stadt,,K0405,4201.0
2003,Wilhelmshaven-Stadt,maennlich,K0405,2111.0
2003,Wilhelmshaven-Stadt,weiblich,K0405,2090.0
2004,Wilhelmshaven-Stadt,,K0405,3991.0
2004,Wilhelmshaven-Stadt,maennlich,K0405,1972.0
2004,Wilhelmshaven-Stadt,weiblich,K0405,2019.0
2005,Wilhelmshaven-Stadt,,K0405,3851.0
2005,Wilhelmshaven-Stadt,maennlich,K0405,1884.0
2005,Wilhelmshaven-Stadt,weiblich,K0405,1967.0
2006,Wilhelmshaven-Stadt,,K0405,3710.0
2006,Wilhelmshaven-Stadt,maennlich,K0405,1803.0
2006,Wilhelmshaven-Stadt,weiblich,K0405,1907.0
2007,Wilhelmshaven-Stadt,,K0405,3676.0
2007,Wilhelmshaven-Stadt,maennlich,K0405,1803.0
2007,Wilhelmshaven-Stadt,weiblich,K0405,1873.0
2008,Wilhelmshaven-Stadt,,K0405,3618.0
2008,Wilhelmshaven-Stadt,maennlich,K0405,1780.0
2008,Wilhelmshaven-Stadt,weiblich,K0405,1838.0
2009,Wilhelmshaven-Stadt,,K0405,3769.0
2009,Wilhelmshaven-Stadt,maennlich,K0405,1935.0
2009,Wilhelmshaven-Stadt,weiblich,K0405,1834.0
2010,Wilhelmshaven-Stadt,,K0405,4274.0
2010,Wilhelmshaven-Stadt,maennlich,K0405,2407.0
2010,Wilhelmshaven-Stadt,weiblich,K0405,1867.0
2011,Wilhelmshaven-Stadt,,K0405,4277.0
2011,Wilhelmshaven-Stadt,maennlich,K0405,2381.0
2011,Wilhelmshaven-Stadt,weiblich,K0405,1896.0
2012,Wilhelmshaven-Stadt,,K0405,4499.0
2012,Wilhelmshaven-Stadt,maennlich,K0405,2574.0
2012,Wilhelmshaven-Stadt,weiblich,K0405,1925.0
2013,Wilhelmshaven-Stadt,,K0405,4440.0
2013,Wilhelmshaven-Stadt,maennlich,K0405,2439.0
2013,Wilhelmshaven-Stadt,weiblich,K0405,2001.0
2014,Wilhelmshaven-Stadt,,K0405,4698.0
2014,Wilhelmshaven-Stadt,maennlich,K0405,2585.0
2014,Wilhelmshaven-Stadt,weiblich,K0405,2113.0
2015,Wilhelmshaven-Stadt,,K0405,5979.0
2015,Wilhelmshaven-Stadt,maennlich,K0405,3380.0
2015,Wilhelmshaven-Stadt,weiblich,K0405,2599.0
2016,Wilhelmshaven-Stadt,,K0405,6925.0
2016,Wilhelmshaven-Stadt,maennlich,K0405,3995.0
2016,Wilhelmshaven-Stadt,weiblich,K0405,2930.0
2017,Wilhelmshaven-Stadt,,K0405,7820.0
2017,Wilhelmshaven-Stadt,maennlich,K0405,4435.0
2017,Wilhelmshaven-Stadt,weiblich,K0405,3385.0
2018,Wilhelmshaven-Stadt,,K0405,8410.0
2018,Wilhelmshaven-Stadt,maennlich,K0405,4795.0
2018,Wilhelmshaven-Stadt,weiblich,K0405,3615.0
1978,Ammerland,,K0451,1668.0
1978,Ammerland,maennlich,K0451,901.0
1978,Ammerland,weiblich,K0451,767.0
1979,Ammerland,,K0451,1753.0
1979,Ammerland,maennlich,K0451,951.0
1979,Ammerland,weiblich,K0451,802.0
1980,Ammerland,,K0451,1341.0
1980,Ammerland,maennlich,K0451,763.0
1980,Ammerland,weiblich,K0451,578.0
1981,Ammerland,,K0451,1351.0
1981,Ammerland,maennlich,K0451,758.0
1981,Ammerland,weiblich,K0451,593.0
1982,Ammerland,,K0451,1346.0
1982,Ammerland,maennlich,K0451,745.0
1982,Ammerland,weiblich,K0451,601.0
1983,Ammerland,,K0451,1303.0
1983,Ammerland,maennlich,K0451,718.0
1983,Ammerland,weiblich,K0451,585.0
1984,Ammerland,,K0451,1277.0
1984,Ammerland,maennlich,K0451,697.0
1984,Ammerland,weiblich,K0451,580.0
1985,Ammerland,,K0451,1397.0
1985,Ammerland,maennlich,K0451,783.0
1985,Ammerland,weiblich,K0451,614.0
1986,Ammerland,,K0451,1714.0
1986,Ammerland,maennlich,K0451,937.0
1986,Ammerland,weiblich,K0451,777.0
1987,Ammerland,,K0451,1753.0
1987,Ammerland,maennlich,K0451,955.0
1987,Ammerland,weiblich,K0451,798.0
1990,Ammerland,,K0451,2306.0
1990,Ammerland,maennlich,K0451,1288.0
1990,Ammerland,weiblich,K0451,1018.0
1991,Ammerland,,K0451,2592.0
1991,Ammerland,maennlich,K0451,1466.0
1991,Ammerland,weiblich,K0451,1126.0
1992,Ammerland,,K0451,2998.0
1992,Ammerland,maennlich,K0451,1739.0
1992,Ammerland,weiblich,K0451,1259.0
1993,Ammerland,,K0451,2918.0
1993,Ammerland,maennlich,K0451,1611.0
1993,Ammerland,weiblich,K0451,1307.0
1994,Ammerland,,K0451,3035.0
1994,Ammerland,maennlich,K0451,1654.0
1994,Ammerland,weiblich,K0451,1381.0
1995,Ammerland,,K0451,3230.0
1995,Ammerland,maennlich,K0451,1769.0
1995,Ammerland,weiblich,K0451,1461.0
1996,Ammerland,,K0451,3352.0
1996,Ammerland,maennlich,K0451,1833.0
1996,Ammerland,weiblich,K0451,1519.0
1997,Ammerland,,K0451,3309.0
1997,Ammerland,maennlich,K0451,1804.0
1997,Ammerland,weiblich,K0451,1505.0
1998,Ammerland,,K0451,3335.0
1998,Ammerland,maennlich,K0451,1799.0
1998,Ammerland,weiblich,K0451,1536.0
1999,Ammerland,,K0451,3351.0
1999,Ammerland,maennlich,K0451,1770.0
1999,Ammerland,weiblich,K0451,1581.0
2000,Ammerland,,K0451,3228.0
2000,Ammerland,maennlich,K0451,1704.0
2000,Ammerland,weiblich,K0451,1524.0
2001,Ammerland,,K0451,3284.0
2001,Ammerland,maennlich,K0451,1722.0
2001,Ammerland,weiblich,K0451,1562.0
2002,Ammerland,,K0451,3359.0
2002,Ammerland,maennlich,K0451,1773.0
2002,Ammerland,weiblich,K0451,1586.0
2003,Ammerland,,K0451,3425.0
2003,Ammerland,maennlich,K0451,1777.0
2003,Ammerland,weiblich,K0451,1648.0
2004,Ammerland,,K0451,3297.0
2004,Ammerland,maennlich,K0451,1695.0
2004,Ammerland,weiblich,K0451,1602.0
2005,Ammerland,,K0451,3288.0
2005,Ammerland,maennlich,K0451,1667.0
2005,Ammerland,weiblich,K0451,1621.0
2006,Ammerland,,K0451,3324.0
2006,Ammerland,maennlich,K0451,1680.0
2006,Ammerland,weiblich,K0451,1644.0
2007,Ammerland,,K0451,3375.0
2007,Ammerland,maennlich,K0451,1690.0
2007,Ammerland,weiblich,K0451,1685.0
2008,Ammerland,,K0451,3362.0
2008,Ammerland,maennlich,K0451,1667.0
2008,Ammerland,weiblich,K0451,1695.0
2009,Ammerland,,K0451,3447.0
2009,Ammerland,maennlich,K0451,1692.0
2009,Ammerland,weiblich,K0451,1755.0
2010,Ammerland,,K0451,3546.0
2010,Ammerland,maennlich,K0451,1771.0
2010,Ammerland,weiblich,K0451,1775.0
2011,Ammerland,,K0451,3749.0
2011,Ammerland,maennlich,K0451,1916.0
2011,Ammerland,weiblich,K0451,1833.0
2012,Ammerland,,K0451,4282.0
2012,Ammerland,maennlich,K0451,2289.0
2012,Ammerland,weiblich,K0451,1993.0
2013,Ammerland,,K0451,4463.0
2013,Ammerland,maennlich,K0451,2373.0
2013,Ammerland,weiblich,K0451,2090.0
2014,Ammerland,,K0451,4953.0
2014,Ammerland,maennlich,K0451,2711.0
2014,Ammerland,weiblich,K0451,2242.0
2015,Ammerland,,K0451,6084.0
2015,Ammerland,maennlich,K0451,3324.0
2015,Ammerland,weiblich,K0451,2760.0
2016,Ammerland,,K0451,7130.0
2016,Ammerland,maennlich,K0451,3955.0
2016,Ammerland,weiblich,K0451,3175.0
2017,Ammerland,,K0451,7600.0
2017,Ammerland,maennlich,K0451,4210.0
2017,Ammerland,weiblich,K0451,3390.0
2018,Ammerland,,K0451,8075.0
2018,Ammerland,maennlich,K0451,4420.0
2018,Ammerland,weiblich,K0451,3660.0
1978,Aurich,,K0452,1113.0
1978,Aurich,maennlich,K0452,600.0
1978,Aurich,weiblich,K0452,513.0
1979,Aurich,,K0452,1400.0
1979,Aurich,maennlich,K0452,761.0
1979,Aurich,weiblich,K0452,639.0
1980,Aurich,,K0452,1624.0
1980,Aurich,maennlich,K0452,909.0
1980,Aurich,weiblich,K0452,715.0
1981,Aurich,,K0452,1743.0
1981,Aurich,maennlich,K0452,1001.0
1981,Aurich,weiblich,K0452,742.0
1982,Aurich,,K0452,1794.0
1982,Aurich,maennlich,K0452,1023.0
1982,Aurich,weiblich,K0452,771.0
1983,Aurich,,K0452,1704.0
1983,Aurich,maennlich,K0452,984.0
1983,Aurich,weiblich,K0452,720.0
1984,Aurich,,K0452,1742.0
1984,Aurich,maennlich,K0452,970.0
1984,Aurich,weiblich,K0452,772.0
1985,Aurich,,K0452,1795.0
1985,Aurich,maennlich,K0452,981.0
1985,Aurich,weiblich,K0452,814.0
1986,Aurich,,K0452,1992.0
1986,Aurich,maennlich,K0452,1157.0
1986,Aurich,weiblich,K0452,835.0
1987,Aurich,,K0452,2007.0
1987,Aurich,maennlich,K0452,1169.0
1987,Aurich,weiblich,K0452,838.0
1990,Aurich,,K0452,2760.0
1990,Aurich,maennlich,K0452,1578.0
1990,Aurich,weiblich,K0452,1182.0
1991,Aurich,,K0452,3344.0
1991,Aurich,maennlich,K0452,1912.0
1991,Aurich,weiblich,K0452,1432.0
1992,Aurich,,K0452,4087.0
1992,Aurich,maennlich,K0452,2312.0
1992,Aurich,weiblich,K0452,1775.0
1993,Aurich,,K0452,4655.0
1993,Aurich,maennlich,K0452,2639.0
1993,Aurich,weiblich,K0452,2016.0
1994,Aurich,,K0452,4958.0
1994,Aurich,maennlich,K0452,2807.0
1994,Aurich,weiblich,K0452,2151.0
1995,Aurich,,K0452,5396.0
1995,Aurich,maennlich,K0452,3028.0
1995,Aurich,weiblich,K0452,2368.0
1996,Aurich,,K0452,5535.0
1996,Aurich,maennlich,K0452,3072.0
1996,Aurich,weiblich,K0452,2463.0
1997,Aurich,,K0452,5419.0
1997,Aurich,maennlich,K0452,2998.0
1997,Aurich,weiblich,K0452,2421.0
1998,Aurich,,K0452,5557.0
1998,Aurich,maennlich,K0452,3098.0
1998,Aurich,weiblich,K0452,2459.0
1999,Aurich,,K0452,5722.0
1999,Aurich,maennlich,K0452,3109.0
1999,Aurich,weiblich,K0452,2613.0
2000,Aurich,,K0452,5580.0
2000,Aurich,maennlich,K0452,2989.0
2000,Aurich,weiblich,K0452,2591.0
2001,Aurich,,K0452,5704.0
2001,Aurich,maennlich,K0452,3050.0
2001,Aurich,weiblich,K0452,2654.0
2002,Aurich,,K0452,5689.0
2002,Aurich,maennlich,K0452,2983.0
2002,Aurich,weiblich,K0452,2706.0
2003,Aurich,,K0452,5559.0
2003,Aurich,maennlich,K0452,2893.0
2003,Aurich,weiblich,K0452,2666.0
2004,Aurich,,K0452,5340.0
2004,Aurich,maennlich,K0452,2697.0
2004,Aurich,weiblich,K0452,2643.0
2005,Aurich,,K0452,5338.0
2005,Aurich,maennlich,K0452,2694.0
2005,Aurich,weiblich,K0452,2644.0
2006,Aurich,,K0452,5511.0
2006,Aurich,maennlich,K0452,2816.0
2006,Aurich,weiblich,K0452,2695.0
2007,Aurich,,K0452,5487.0
2007,Aurich,maennlich,K0452,2794.0
2007,Aurich,weiblich,K0452,2693.0
2008,Aurich,,K0452,5158.0
2008,Aurich,maennlich,K0452,2592.0
2008,Aurich,weiblich,K0452,2566.0
2009,Aurich,,K0452,5110.0
2009,Aurich,maennlich,K0452,2551.0
2009,Aurich,weiblich,K0452,2559.0
2010,Aurich,,K0452,5350.0
2010,Aurich,maennlich,K0452,2721.0
2010,Aurich,weiblich,K0452,2629.0
2011,Aurich,,K0452,5469.0
2011,Aurich,maennlich,K0452,2717.0
2011,Aurich,weiblich,K0452,2752.0
2012,Aurich,,K0452,5736.0
2012,Aurich,maennlich,K0452,2881.0
2012,Aurich,weiblich,K0452,2855.0
2013,Aurich,,K0452,6589.0
2013,Aurich,maennlich,K0452,3458.0
2013,Aurich,weiblich,K0452,3131.0
2014,Aurich,,K0452,7903.0
2014,Aurich,maennlich,K0452,4292.0
2014,Aurich,weiblich,K0452,3611.0
2015,Aurich,,K0452,9789.0
2015,Aurich,maennlich,K0452,5585.0
2015,Aurich,weiblich,K0452,4204.0
2016,Aurich,,K0452,11055.0
2016,Aurich,maennlich,K0452,6375.0
2016,Aurich,weiblich,K0452,4675.0
2017,Aurich,,K0452,11200.0
2017,Aurich,maennlich,K0452,6410.0
2017,Aurich,weiblich,K0452,4790.0
2018,Aurich,,K0452,11515.0
2018,Aurich,maennlich,K0452,6520.0
2018,Aurich,weiblich,K0452,4995.0
1978,Cloppenburg,,K0453,1109.0
1978,Cloppenburg,maennlich,K0453,641.0
1978,Cloppenburg,weiblich,K0453,468.0
1979,Cloppenburg,,K0453,1183.0
1979,Cloppenburg,maennlich,K0453,682.0
1979,Cloppenburg,weiblich,K0453,501.0
1980,Cloppenburg,,K0453,1322.0
1980,Cloppenburg,maennlich,K0453,773.0
1980,Cloppenburg,weiblich,K0453,549.0
1981,Cloppenburg,,K0453,1420.0
1981,Cloppenburg,maennlich,K0453,822.0
1981,Cloppenburg,weiblich,K0453,598.0
1982,Cloppenburg,,K0453,1445.0
1982,Cloppenburg,maennlich,K0453,839.0
1982,Cloppenburg,weiblich,K0453,606.0
1983,Cloppenburg,,K0453,1465.0
1983,Cloppenburg,maennlich,K0453,815.0
1983,Cloppenburg,weiblich,K0453,650.0
1984,Cloppenburg,,K0453,1462.0
1984,Cloppenburg,maennlich,K0453,805.0
1984,Cloppenburg,weiblich,K0453,657.0
1985,Cloppenburg,,K0453,1450.0
1985,Cloppenburg,maennlich,K0453,794.0
1985,Cloppenburg,weiblich,K0453,656.0
1986,Cloppenburg,,K0453,1585.0
1986,Cloppenburg,maennlich,K0453,912.0
1986,Cloppenburg,weiblich,K0453,673.0
1987,Cloppenburg,,K0453,1564.0
1987,Cloppenburg,maennlich,K0453,886.0
1987,Cloppenburg,weiblich,K0453,678.0
1990,Cloppenburg,,K0453,2289.0
1990,Cloppenburg,maennlich,K0453,1283.0
1990,Cloppenburg,weiblich,K0453,1006.0
1991,Cloppenburg,,K0453,2621.0
1991,Cloppenburg,maennlich,K0453,1456.0
1991,Cloppenburg,weiblich,K0453,1165.0
1992,Cloppenburg,,K0453,3281.0
1992,Cloppenburg,maennlich,K0453,1807.0
1992,Cloppenburg,weiblich,K0453,1474.0
1993,Cloppenburg,,K0453,3543.0
1993,Cloppenburg,maennlich,K0453,1945.0
1993,Cloppenburg,weiblich,K0453,1598.0
1994,Cloppenburg,,K0453,3938.0
1994,Cloppenburg,maennlich,K0453,2198.0
1994,Cloppenburg,weiblich,K0453,1740.0
1995,Cloppenburg,,K0453,4340.0
1995,Cloppenburg,maennlich,K0453,2418.0
1995,Cloppenburg,weiblich,K0453,1922.0
1996,Cloppenburg,,K0453,4692.0
1996,Cloppenburg,maennlich,K0453,2596.0
1996,Cloppenburg,weiblich,K0453,2096.0
1997,Cloppenburg,,K0453,4867.0
1997,Cloppenburg,maennlich,K0453,2665.0
1997,Cloppenburg,weiblich,K0453,2202.0
1998,Cloppenburg,,K0453,4780.0
1998,Cloppenburg,maennlich,K0453,2604.0
1998,Cloppenburg,weiblich,K0453,2176.0
1999,Cloppenburg,,K0453,5046.0
1999,Cloppenburg,maennlich,K0453,2741.0
1999,Cloppenburg,weiblich,K0453,2305.0
2000,Cloppenburg,,K0453,5110.0
2000,Cloppenburg,maennlich,K0453,2824.0
2000,Cloppenburg,weiblich,K0453,2286.0
2001,Cloppenburg,,K0453,5245.0
2001,Cloppenburg,maennlich,K0453,2865.0
2001,Cloppenburg,weiblich,K0453,2380.0
2002,Cloppenburg,,K0453,5327.0
2002,Cloppenburg,maennlich,K0453,2879.0
2002,Cloppenburg,weiblich,K0453,2448.0
2003,Cloppenburg,,K0453,5511.0
2003,Cloppenburg,maennlich,K0453,2996.0
2003,Cloppenburg,weiblich,K0453,2515.0
2004,Cloppenburg,,K0453,5811.0
2004,Cloppenburg,maennlich,K0453,3220.0
2004,Cloppenburg,weiblich,K0453,2591.0
2005,Cloppenburg,,K0453,6341.0
2005,Cloppenburg,maennlich,K0453,3578.0
2005,Cloppenburg,weiblich,K0453,2763.0
2006,Cloppenburg,,K0453,6549.0
2006,Cloppenburg,maennlich,K0453,3762.0
2006,Cloppenburg,weiblich,K0453,2787.0
2007,Cloppenburg,,K0453,6898.0
2007,Cloppenburg,maennlich,K0453,3982.0
2007,Cloppenburg,weiblich,K0453,2916.0
2008,Cloppenburg,,K0453,7296.0
2008,Cloppenburg,maennlich,K0453,4318.0
2008,Cloppenburg,weiblich,K0453,2978.0
2009,Cloppenburg,,K0453,7715.0
2009,Cloppenburg,maennlich,K0453,4613.0
2009,Cloppenburg,weiblich,K0453,3102.0
2010,Cloppenburg,,K0453,8442.0
2010,Cloppenburg,maennlich,K0453,5181.0
2010,Cloppenburg,weiblich,K0453,3261.0
2011,Cloppenburg,,K0453,9052.0
2011,Cloppenburg,maennlich,K0453,5491.0
2011,Cloppenburg,weiblich,K0453,3561.0
2012,Cloppenburg,,K0453,10700.0
2012,Cloppenburg,maennlich,K0453,6634.0
2012,Cloppenburg,weiblich,K0453,4066.0
2013,Cloppenburg,,K0453,11292.0
2013,Cloppenburg,maennlich,K0453,6823.0
2013,Cloppenburg,weiblich,K0453,4469.0
2014,Cloppenburg,,K0453,12969.0
2014,Cloppenburg,maennlich,K0453,7793.0
2014,Cloppenburg,weiblich,K0453,5176.0
2015,Cloppenburg,,K0453,14893.0
2015,Cloppenburg,maennlich,K0453,8861.0
2015,Cloppenburg,weiblich,K0453,6032.0
2016,Cloppenburg,,K0453,17345.0
2016,Cloppenburg,maennlich,K0453,10270.0
2016,Cloppenburg,weiblich,K0453,7075.0
2017,Cloppenburg,,K0453,17050.0
2017,Cloppenburg,maennlich,K0453,9950.0
2017,Cloppenburg,weiblich,K0453,7100.0
2018,Cloppenburg,,K0453,18915.0
2018,Cloppenburg,maennlich,K0453,11045.0
2018,Cloppenburg,weiblich,K0453,7875.0
1978,Emsland,,K0454,3544.0
1978,Emsland,maennlich,K0454,2040.0
1978,Emsland,weiblich,K0454,1504.0
1979,Emsland,,K0454,3703.0
1979,Emsland,maennlich,K0454,2146.0
1979,Emsland,weiblich,K0454,1557.0
1980,Emsland,,K0454,4021.0
1980,Emsland,maennlich,K0454,2333.0
1980,Emsland,weiblich,K0454,1688.0
1981,Emsland,,K0454,4333.0
1981,Emsland,maennlich,K0454,2508.0
1981,Emsland,weiblich,K0454,1825.0
1982,Emsland,,K0454,4395.0
1982,Emsland,maennlich,K0454,2526.0
1982,Emsland,weiblich,K0454,1869.0
1983,Emsland,,K0454,4333.0
1983,Emsland,maennlich,K0454,2469.0
1983,Emsland,weiblich,K0454,1864.0
1984,Emsland,,K0454,4274.0
1984,Emsland,maennlich,K0454,2436.0
1984,Emsland,weiblich,K0454,1838.0
1985,Emsland,,K0454,4501.0
1985,Emsland,maennlich,K0454,2582.0
1985,Emsland,weiblich,K0454,1919.0
1986,Emsland,,K0454,4915.0
1986,Emsland,maennlich,K0454,2858.0
1986,Emsland,weiblich,K0454,2057.0
1987,Emsland,,K0454,4920.0
1987,Emsland,maennlich,K0454,2854.0
1987,Emsland,weiblich,K0454,2066.0
1990,Emsland,,K0454,6271.0
1990,Emsland,maennlich,K0454,3566.0
1990,Emsland,weiblich,K0454,2705.0
1991,Emsland,,K0454,7311.0
1991,Emsland,maennlich,K0454,4166.0
1991,Emsland,weiblich,K0454,3145.0
1992,Emsland,,K0454,8765.0
1992,Emsland,maennlich,K0454,5046.0
1992,Emsland,weiblich,K0454,3719.0
1993,Emsland,,K0454,9046.0
1993,Emsland,maennlich,K0454,5118.0
1993,Emsland,weiblich,K0454,3928.0
1994,Emsland,,K0454,9399.0
1994,Emsland,maennlich,K0454,5281.0
1994,Emsland,weiblich,K0454,4118.0
1995,Emsland,,K0454,9986.0
1995,Emsland,maennlich,K0454,5575.0
1995,Emsland,weiblich,K0454,4411.0
1996,Emsland,,K0454,10208.0
1996,Emsland,maennlich,K0454,5716.0
1996,Emsland,weiblich,K0454,4492.0
1997,Emsland,,K0454,10301.0
1997,Emsland,maennlich,K0454,5827.0
1997,Emsland,weiblich,K0454,4474.0
1998,Emsland,,K0454,9877.0
1998,Emsland,maennlich,K0454,5607.0
1998,Emsland,weiblich,K0454,4270.0
1999,Emsland,,K0454,10092.0
1999,Emsland,maennlich,K0454,5737.0
1999,Emsland,weiblich,K0454,4355.0
2000,Emsland,,K0454,10023.0
2000,Emsland,maennlich,K0454,5751.0
2000,Emsland,weiblich,K0454,4272.0
2001,Emsland,,K0454,10346.0
2001,Emsland,maennlich,K0454,5880.0
2001,Emsland,weiblich,K0454,4466.0
2002,Emsland,,K0454,10959.0
2002,Emsland,maennlich,K0454,6308.0
2002,Emsland,weiblich,K0454,4651.0
2003,Emsland,,K0454,11640.0
2003,Emsland,maennlich,K0454,6686.0
2003,Emsland,weiblich,K0454,4954.0
2004,Emsland,,K0454,12181.0
2004,Emsland,maennlich,K0454,6997.0
2004,Emsland,weiblich,K0454,5184.0
2005,Emsland,,K0454,12579.0
2005,Emsland,maennlich,K0454,7187.0
2005,Emsland,weiblich,K0454,5392.0
2006,Emsland,,K0454,14186.0
2006,Emsland,maennlich,K0454,8422.0
2006,Emsland,weiblich,K0454,5764.0
2007,Emsland,,K0454,15526.0
2007,Emsland,maennlich,K0454,9250.0
2007,Emsland,weiblich,K0454,6276.0
2008,Emsland,,K0454,16357.0
2008,Emsland,maennlich,K0454,9730.0
2008,Emsland,weiblich,K0454,6627.0
2009,Emsland,,K0454,16744.0
2009,Emsland,maennlich,K0454,9811.0
2009,Emsland,weiblich,K0454,6933.0
2010,Emsland,,K0454,17640.0
2010,Emsland,maennlich,K0454,10508.0
2010,Emsland,weiblich,K0454,7132.0
2011,Emsland,,K0454,19224.0
2011,Emsland,maennlich,K0454,11584.0
2011,Emsland,weiblich,K0454,7640.0
2012,Emsland,,K0454,21112.0
2012,Emsland,maennlich,K0454,12906.0
2012,Emsland,weiblich,K0454,8206.0
2013,Emsland,,K0454,22649.0
2013,Emsland,maennlich,K0454,13783.0
2013,Emsland,weiblich,K0454,8866.0
2014,Emsland,,K0454,25259.0
2014,Emsland,maennlich,K0454,15391.0
2014,Emsland,weiblich,K0454,9868.0
2015,Emsland,,K0454,30225.0
2015,Emsland,maennlich,K0454,18574.0
2015,Emsland,weiblich,K0454,11651.0
2016,Emsland,,K0454,34110.0
2016,Emsland,maennlich,K0454,20840.0
2016,Emsland,weiblich,K0454,13270.0
2017,Emsland,,K0454,36430.0
2017,Emsland,maennlich,K0454,22210.0
2017,Emsland,weiblich,K0454,14220.0
2018,Emsland,,K0454,38825.0
2018,Emsland,maennlich,K0454,23650.0
2018,Emsland,weiblich,K0454,15180.0
1978,Friesland,,K0455,1326.0
1978,Friesland,maennlich,K0455,646.0
1978,Friesland,weiblich,K0455,680.0
1979,Friesland,,K0455,1475.0
1979,Friesland,maennlich,K0455,774.0
1979,Friesland,weiblich,K0455,701.0
1980,Friesland,,K0455,1722.0
1980,Friesland,maennlich,K0455,944.0
1980,Friesland,weiblich,K0455,778.0
